Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Jandt J.M., Dornhaus A.","Spatial organization and division of labour in the bumblebee Bombus impatiens",2009,"Animal Behaviour","77","3",,"641","651",,"10.1016/j.anbehav.2008.11.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849095018&doi=10.1016%2fj.anbehav.2008.11.019&partnerID=40&md5=1220cc06760572fb1928b531ecd3a391","Individuals in many types of animal groups show both reproductive and task-related division of labour. In some social insect species, such division of labour may be related to the spatial organization of workers inside the nest. We examined colonies of bumblebees and found that (1) 11-13% of workers maintained small spatial fidelity zones inside the nest, and all workers tended to remain at a specific distance from the colony centre independent of their age; (2) smaller individuals maintained smaller spatial zones and tended to be closer to the centre; and (3) individuals that were more likely to perform the in-nest task of larval feeding tended to remain in the centre of the nest, whereas foragers were more often found on the periphery of the nest when not foraging. Individuals that performed other tasks did not maintain a predictable distance to the centre, and there was no evidence that spatial preferences changed over time. Instead, spatial patterns may result from inherent differences between individuals in terms of activity level, and may be a self-organized sorting mechanism that influences division of labour among workers.",Article,Scopus
"Brosi B.J.","The effects of forest fragmentation on euglossine bee communities (Hymenoptera: Apidae: Euglossini)",2009,"Biological Conservation","142","2",,"414","423",,"10.1016/j.biocon.2008.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149271013&doi=10.1016%2fj.biocon.2008.11.003&partnerID=40&md5=b5dd4807442732fe9263f27bc6aec5b1","Despite scientific and media attention on pollinator declines, there is still only a rudimentary understanding of the response of bees-the most important group of pollinators worldwide-to ongoing land use changes. Euglossine bees are an ecologically important Neotropical clade of forest-dependent pollinators. Despite the fact that euglossines are well studied relative to other groups of tropical bees, only three previous studies, all from Brazil, address the response of euglossines to forest fragmentation. In this study, I tripled the maximum sample size of previous efforts by sampling male euglossines in 22 forest fragments ranging in area from 0.25 ha to 230 ha in southern Costa Rica, using chemically baited Van Someren traps. Abundance of euglossine bees was significantly positively related to forest fragment size, negatively related to shape (edge:area ratio), and marginally related to fragment isolation. Euglossine species richness showed similar, but weaker trends: richness was significantly positively related to the quantity of forest edge, marginally negatively related to fragment area, and not related to fragment isolation. The positive relationship between euglossine richness and abundance and forest fragment edge is consistent with other studies that have found high euglossine density in secondary or disturbed forest. The data suggest that individual euglossines move between forest fragments, as has been shown in other systems. Still, forest fragmentation appears to affect euglossine bees more strongly than other bee groups in the study region. Their large flight range and positive relationship with forest edges may help to buffer the negative effects of fragmentation, allowing euglossines to utilize even the very smallest forest fragments in the study area. © 2008 Elsevier Ltd. All rights reserved.",Article,Scopus
"Guédot C., Bosch J., Kemp W.P.","Relationship between body size and homing ability in the genus Osmia (Hymenoptera; Megachilidae)",2009,"Ecological Entomology","34","1",,"158","161",,"10.1111/j.1365-2311.2008.01054.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249096058&doi=10.1111%2fj.1365-2311.2008.01054.x&partnerID=40&md5=cdd03bdd7e025d64d4f3b4d606893a72","1. The maximum homing ability of female bees, that is, their capacity to return to the nest after being displaced a certain distance, is considered to be an estimate of their maximum foraging distance. 2. The present study provides data on homing ability and body weight for Osmia lignaria and combines them with data for five other congenerics, O. rufa, O. cornuta, O. pedicornis, O. cornifrons, and O. emarginata for analysis. These species are important pollinators of spring-flowering plants, and some have been developed as commercial crop pollinators. 3. It is shown that homing ability is positively and linearly related to body weight (r2 = 0.81; P = 0.01). 4. These results should be of use in selecting Osmia species as potential crop pollinators and establishing adequate buffer distances around genetically modified crops.",Article,Scopus
"Franzén M., Larsson M., Nilsson S.G.","Small local population sizes and high habitat patch fidelity in a specialised solitary bee",2009,"Journal of Insect Conservation","13","1",,"89","95",,"10.1007/s10841-007-9123-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149357512&doi=10.1007%2fs10841-007-9123-4&partnerID=40&md5=702016e2767c1409b87cbafd5468a02d","Andrena hattorfiana is a rare solitary bee which has declined during the last decades throughout western Europe. It is specialised to forage pollen from plants of the family Dipsacaceae. Knowledge of distribution, dispersal propensity, and local population sizes is essential for successful conservation of A. hattorfiana. The investigated local bee populations (n=78) were dominated by small local populations and 60% were smaller than 10 female individuals and 80% were smaller than 50 female individuals. The area of the median occupied habitat patch was 1.25 hectare and harboured 7 female bees. Mark-release-recapture studies of female A. hattorfiana revealed a sedentary behaviour. Among pollen-foraging female bees the average registered distance moved was 46 m. The patch emigration rate was about 2%, with an observed maximum colonization distance of 900 m. Only 10% of the individuals crossed areas without the pollen plant within grassland patches, such as unpaved roads, stone walls and small tree-stands, even if these areas were less than 10 m wide. This study shows that solitary bees can occur in local populations of extremely small size and they have a sedentary behaviour. These are features that usually increase the risk of local population extinction. © Springer Science+Business Media B.V. 2007.",Article,Scopus
"Hrncir M.","Mobilizing the foraging force: Mechanical signals in stingless bee recruitment",2009,"Food Exploitation by Social Insects: Ecological, Behavioral, and Theoretical Approaches",,,,"199","222",,"10.1201/9781420075618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949200110&doi=10.1201%2f9781420075618&partnerID=40&md5=69737a83c7d5994d50c5153e90ef512e","Already at school, probably all of us have learned that bees perform dances that map the position of a food source. This is certainly true-but only for the honey bees (Apini; about ten species), which merely constitute a meager 1% of all eusocial bee species within the Apidae family. So far, we do not have the least evidence for dances encoding either the direction or the distance of a food source among the remaining 99%, comprising the stingless bees (Meliponini; more than 400 species) and the bumble bees (Bombini; about 250 species)-not to mention the primitively eusocial colony stages found in several species within the tribes Allodapini and Ceratini, or within the family Halictidae (Michener 2000). © 2009 by Taylor & Francis Group, LLC.",Book Chapter,Scopus
"Andena S.R., Nascimento F.S., Bispo P.C., Mechi M.R., Mateus S., Bego L.R.","Bee communities (Hymenoptera: Anthophila) of the ""Cerrado"" ecosystem in São Paulo State, Brazil.",2009,"Genetics and molecular research : GMR","8","2",,"766","774",,"10.4238/vol8-2kerr009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70149103094&doi=10.4238%2fvol8-2kerr009&partnerID=40&md5=fdf8d8030c22a9e8780e2a888802fcea","Five surveys of the bee communities in four ""Cerrado"" ecosystem reserves in São Paulo State were compared for species richness and similarity. These areas are fragment vegetation reser-ves located in the Cerrado Corumbataí Reserve (Corumbataí), Jataí Ecological Park (Luiz Antônio), Cajuru (Cajuru), and Vassununga State Park - ""Gleba de Cerrado de Pé-de-Gigante"" (Santa Rita do Passa Quatro). The methodology consisted of capturing bees foraging on flowers along transects, though with small differences between surveys. These ""cerrado"" areas have a large number of species of native bees, which are important pollinators in several Brazilian ecosystems. The community of bees varied among these different fragments. Based on 500 individuals (standardized by rarefaction), Cajuru, Corumbataí 1 and Corumbataí 2 were the areas with highest species richness, and Jataí and Pé-de-Gigante had the lowest species richness in the bee communities. The bee faunas of Corumbataí 2 and Pé-de-Gigante had the highest similarity, forming a group with the bee fauna of Cajuru. The bee faunas of Corumbataí 1 and Jataí were isolated from this group. We found that the bee species richness and similarity found in these ""cerrado"" areas cannot be explained by general factors such as the size of the fragment, the species richness of plants and the distance between the areas. Therefore, we suppose that local factors that differ among areas, such as interactions between populations, and competition and interference from surrounding areas influence and determine bee species richness and similarity in these reserves.",Article,Scopus
"Kraus F.B., Wolf S., Moritz R.F.A.","Male flight distance and population substructure in the bumblebee Bombus terrestris",2009,"Journal of Animal Ecology","78","1",,"247","252",,"10.1111/j.1365-2656.2008.01479.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549087596&doi=10.1111%2fj.1365-2656.2008.01479.x&partnerID=40&md5=cf61c6a076aa7054baeebcdabe60c89c","1. Bumblebees are important pollinators in natural as well as agricultural ecosystems. Estimates of foraging range, population size and genetic population structure so far have been based on worker samples alone. Here we include both males and workers in a population genetic analysis to infer the contribution of males to these important ecological parameters. 2. The population genetic (microsatellite) analyses of Bombus terrestris L. populations on the island of Cabrera (Spain) and Halle (Germany) revealed high heterozygosities (0.60 ± 0.08 to 0.77 ± 0.13) and neither a deviation from Hardy-Weinberg equilibrium nor linkage disequilibrium. 3. We detected five colonies (census population size) for the island population and 27 to 68 for the German mainland population. The genetic effective population sizes were Ne = 7.5 for the island and 40.5 to 102 for the mainland population respectively. 4. There was a significant genetic subdifferentiation between the male and the worker population samples, suggesting that males originated from different and/or more distant colonies than workers. 5. Based on the colony numbers, we estimated the flight range of males, which ranged from 2.6 km to 9.9 km, much further than worker flight ranges. Bumblebee-mediated pollen flow will therefore be much further than expected based on the foraging range of workers alone if males also contribute to pollination. © 2008 The Authors.",Article,Scopus
"Goulson D., Osborne J.L.","Foraging range and the spatial distribution of worker bumble bees",2009,"Food Exploitation by Social Insects: Ecological, Behavioral, and Theoretical Approaches",,,,"97","112",,"10.1201/9781420075618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956515141&doi=10.1201%2f9781420075618&partnerID=40&md5=2538b6952f8bc1568c4535f86684539c","All bee species, be they solitary or social, provision their broods by central place foraging, which means they gather pollen and nectar from owers and use them to provision a nest. The foraging range of bees is thus a fundamental aspect of their ecology, for it determines the area of the habitat that an individual can exploit (Bronstein 1995; Westrich 1996). Understanding the spatial relationship between nest and food resources allows us to make predictions about colony survival and distribution (Nakamura and Toquenaga 2002; Williams and Kremen 2007). Also, if we are to study the effects of habitat management on bee reproduction (i.e., nest success), the appropriate scale of experimental plots depends on the area over which the occupants of each nest forage (whether it is a single bee or a large group of workers). Similarly, if we are to manage habitats to conserve particular bee species, their foraging range inuences the distribution of forage that is considered optimal. For bees to thrive, presumably their nest sites and forage sites must be sufciently close together that they can economically visit the forage. In the case of social species such as bumble bees with a nest that may persist for many months, the nest must be within foraging range of suitable owers throughout its life. Bee foraging ranges are also important in the consideration of insect-mediated crop pollination. The distance a bee ies will determine which elds are visited within the vicinity of the nest, and also the distances over which pollen might be carried to effect gene ow within and between elds (Damgaard et al. 2008). This is particularly relevant when crops are grown for high seed purity, or when genetically modied crops are grown and the transfer of pollen between neighboring fields or farms is undesirable (Rieger et al. 2002; Cresswell et al. 2002; Damgaard and Kjellsson 2005; Weekes et al. 2005). © 2009 by Taylor & Francis Group, LLC.",Book Chapter,Scopus
"Benevides C.R., Gaglianone M.C., Hoffmann M.","Yellow passion fruit (Passiflora edulis f. flavicarpa Deg. Passifloraceae) floral visitors in cultivated areas within different distances from forest remnants in north Rio de Janeiro state [Visitantes florais do maracujá-amarelo (Passiflora edulis f. flavicarpa Deg. Passifloraceae) em áreas de cultivo com diferentes proximidades a fragmentos florestais na região Norte Fluminense, RJ]",2009,"Revista Brasileira de Entomologia","53","3",,"415","421",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950507078&partnerID=40&md5=b69c8fbef171ed7399b585f70e29240e","This work aimed to identify the main pollinators and study the floral biology of the yellow passion fruit cultivated in areas within different distances from forest remnants in north Rio de Janeiro state. The yellow passion fruit flowering lasted nine months, from September to March. Anthesis started at 12:00 h and the opening process lasted until 16:30 h. The styles bent down during the anthesis and 72.4% of the flowers had its styles curved. Nectar was produced continuously, reaching 18μl/flower/hour, and the total solute concentration varied between 38 and 42%. Xylocopa frontalis and Xylocopa ordinaria were the most effective yellow passion fruit pollinators because of their visit frequency, intrafloral behavior and body size. These bee species, besides Apis mellifera, were found in all the cultivated areas studied. The highest richness of pollinators was observed in cultivated areas closest to forest remnants. This fact is related to the presence of native bee groups, like Centridini and Euglossina bees (Apidae), which depend on forest areas for nesting and foraging. The forest remnant proximity is also important to provide the nesting and food resources needed by the Xylocopa population during the year.",Article,Scopus
"Dyer F.C.","Dance Language",2009,"Encyclopedia of Animal Behavior",,,,"445","453",,"10.1016/B978-0-08-045337-8.00336-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069179449&doi=10.1016%2fB978-0-08-045337-8.00336-3&partnerID=40&md5=6e1fbf26197dfa7160d08b4e9a67df71","The dance language of honeybees is used to communicate the direction and distance of food and other resources. Since Karl von Frisch decoded this communication system in the 1940s, it has served as a model system for understanding the biology of vision, chemical senses, learning, navigation, and social organization in insects and other animals. Current research focuses on questions about how the dancer acquires the navigational information that she encodes in her dance, how the bees following the dance extract information to guide their own flights, and how the dance is modulated by social cues to ensure the efficient deployment of bees to resources in the environment. © 2010 Elsevier Ltd All rights reserved.",Book Chapter,Scopus
"Graham P.","Insect Navigation",2009,"Encyclopedia of Animal Behavior",,,,"167","175",,"10.1016/B978-0-08-045337-8.00067-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857857335&doi=10.1016%2fB978-0-08-045337-8.00067-X&partnerID=40&md5=1a2e44aacb0917e4c6a3afb37f3e6f5a","Insects are capable of impressive feats of navigation using an integrated toolkit of simple strategies. Inexperienced foragers rely on path integration where distance and direction estimates are continuously combined in such a way that at any point they can return to the starting point of their journey by a direct path. With increased experience, individuals learn and use a large reportoire of landmark memories that are organized into habitual foraging routes. The smooth integration of these navigational strategies and the rapid learning of landmark information require cognitive mechanisms that are remarkably sophisticated, given the limited neural resources available to insects. © 2010 Elsevier Ltd All rights reserved.",Book Chapter,Scopus
"Tan K., Yang M.X., Radloff S.E., Hepburn H.R., Zhang Z.Y., Luo L.J., Li H.","Dancing to different tunes: Heterospecific deciphering of the honeybee waggle dance",2008,"Naturwissenschaften","95","12",,"1165","1168",,"10.1007/s00114-008-0437-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54349099919&doi=10.1007%2fs00114-008-0437-1&partnerID=40&md5=b7ff84241bc1c4c4c8c8f2f5d510da03","Although the structure of the dance language is very similar among species of honeybees, communication of the distance component of the message varies both intraspecifically and interspecifically. However, it is not known whether different honeybee species would attend interspecific waggle dances and, if so, whether they can decipher such dances. Using mixed-species colonies of Apis cerana and Apis mellifera, we show that, despite internal differences in the structure of the waggle dances of foragers, both species attend, and act on the information encoded in each other's waggle dances but with limited accuracy. These observations indicate that direction and distance communication pre-date speciation in honeybees. © 2008 Springer-Verlag.",Article,Scopus
"Castro S., Silveira P., Navarro L.","Consequences of nectar robbing for the fitness of a threatened plant species",2008,"Plant Ecology","199","2",,"201","208",,"10.1007/s11258-008-9424-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55149109452&doi=10.1007%2fs11258-008-9424-z&partnerID=40&md5=0e80d5e7649807a39df0412aae200415","The effect of nectar robbing on plant fitness is poorly understood and restricted to a few plant species. Furthermore, the available studies generally evaluate the effects of nectar robbing on female fitness, disregarding the male component. Here we measured the effects of the nectar-robbing bumblebees on male (measured as pollen analogue flow distance) and female (measured as seed production) reproductive success in the insect-dependent Polygala vayredae, a narrow endemic species from the pre-Pyrenees (Spain). Intense nectar robbing by bumblebees significantly reduced the nectar available to legitimate pollinators in the studied population, and this reduction affected both male and female fitness. Significant differences were observed in fluorescent dye dispersion between robbed and non-robbed flowers within the population. Fluorescent dyes from non-robbed flowers were dispersed to larger distances and over a larger number of flowers when compared with robbed ones. Moreover, significant differences were observed in both fruit set and seed ovule ratios between the two groups, with non-robbed flowers presenting higher reproductive outcomes. However, no effect on seed weight was detected among treatments. The data obtained suggest that in this species, nectar robbing has important indirect and negative effects on plant fecundity, through both male and female functions, due to a modification in the foraging behaviour of legitimate visitors. © 2008 Springer Science+Business Media B.V.",Article,Scopus
"Damgaard C., Simonsen V., Osborne J.L.","Prediction of pollen-mediated gene flow between fields of red clover (Trifolium pratense)",2008,"Environmental Modeling and Assessment","13","4",,"483","490",,"10.1007/s10666-007-9112-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54349105725&doi=10.1007%2fs10666-007-9112-8&partnerID=40&md5=9832d42db4c4c98f1b20bb5dfc36700e","Pollen-mediated gene flow between red clover fields by bumblebees is predicted by estimating or simulating the parameters in a gene flow model for insect-pollinated crops. Generally, the predicted level of gene flow was found to depend on the visiting bee species and the spatial arrangement of the red clover fields. When the fields are close to each other, the gene flow depends mainly on the typical foraging distance of the visiting bee species, but when the fields are far apart, the gene flow between red clover fields is more sensitive to the distances between red clover fields than to the actual bumblebee species that pollinates the fields. Using the suggested methodology, the gene flow may be predicted in different agricultural scenarios. For example, if the gene flow between red clover fields is mediated by Bombus terrestris and the red clover fields that were assumed to be quadrates with sides of 100 m are separated by 200 m, then the median gene flow is predicted to be 0.17%. © 2007 Springer Science+Business Media B.V.",Article,Scopus
"Dacke M., Srinivasan M.V.","Two odometers in honeybees?",2008,"Journal of Experimental Biology","211","20",,"3281","3286",,"10.1242/jeb.021022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549091748&doi=10.1242%2fjeb.021022&partnerID=40&md5=521ae6bc99b57e3875dc471f834c3e45","Although several studies have examined how honeybees gauge and report the distance and direction of a food source to their nestmates, relatively little is known about how this information is combined to obtain a representation of the position of the food source. In this study we manipulate the amount of celestial compass information available to the bee during flight, and analyse the encoding of spatial information in the waggle dance as well as in the navigation of the foraging bee. We find that the waggle dance encodes information about the total distance flown to the food source, even when celestial compass cues are available only for a part of the journey. This stands in contrast to how a bee gauges distance flown when it navigates back to a food source that it already knows. When bees were trained to find a feeder placed at a fixed distance in a tunnel in which celestial cues were partially occluded and then tested in a tunnel that was fully open to the sky, they searched for the feeder at a distance that corresponds closely to the distance that was flown under the open sky during the training. Thus, when navigating back to a food source, information about distance travelled is disregarded when there is no concurrent input from the celestial compass. We suggest that bees may possess two different odometers - a 'community' odometer that is used to provide information to nestmates via the dance, and a 'personal' odometer that is used by an experienced individual to return to a previously visited source.",Article,Scopus
"Luo Z., Zhang D., Renner S.S.","Why two kinds of stamens in buzz-pollinated flowers? Experimental support for Darwin's division-of-labour hypothesis",2008,"Functional Ecology","22","5",,"794","800",,"10.1111/j.1365-2435.2008.01444.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049100782&doi=10.1111%2fj.1365-2435.2008.01444.x&partnerID=40&md5=e2925d7d6087af303507177f74de24eb","1. Most animal-pollinated flowering plants offer nectar as a reward for their pollinators. Some 20 000 species, however, offer only pollen and rely on pollen-foraging bees for pollination. This creates a dilemma since pollen grains contain the male gametes and should be protected from becoming bee food. Darwin was the first to hypothesize that a 'division-of-labour' among stamens could solve this dilemma, with some stamens providing pollen as food, others providing pollen for fertilization. This hypothesis can only be tested if pollen grains from the two sets of stamens can be distinguished and their fates determined to the point of attachment on the stigma. 2. We tested Darwin's hypothesis in Melastoma malabathricum (Melastomataceae), a pollen-only flower with conspicuously differentiated stamens, an inner set that is short and yellow and an outer set that is much longer and purple with small yellow spurs. Pollen release is through terminal anther pores. Taking advantage of different exine patterns on the pollen produced by the two sets of stamens, we carried out a series of experimental manipulations to compare pollinator foraging behaviour and pollen pathways from anthers to stigmas. 3. The results demonstrate that in spite of all 10 stamens being buzzed simultaneously by the carpenter bees that pollinate M. malabathricum, pollen from the purple 'fertilization' stamens is dramatically more likely to land on stigmas than pollen from the yellow 'feeding' stamens. Removal experiments showed that the yellow 'feeding' stamens also attracted pollinators from a distance. Flowers that had their anther pores plugged received fewer buzzing bouts per visit, indicating that bees assessed the amount of pollen received per bout. Surprisingly, there was no significant difference in pollen loads on stigmas of flowers that had their anthers plugged and stigmas of controls, demonstrating the efficiency of vector-assisted cross-pollination and the lack of vector-assisted self-pollination. 4. The unexpectedly precise placement of pollen grains even with buzz pollination, with a large proportion of the grains deposited out of the bees' grooming reach, helps explain the evolutionary persistence of pollen as a reward in spite of the bees' ability to assess the amount of pollen received during foraging bouts. Together, these results strongly support Darwin's division-of-labour hypothesis. © 2008 The Authors.",Article,Scopus
"Hofmann F., Epp R., Kalchschmid A., Kruse L., Kuhn U., Maisch B., Müller E., Ober S., Radtke J., Schlechtriemen U., Schmidt G., Schröder W., Von Der Ohe W., Vögel R., Wedl N., Wosniok W.","GMO-pollenmonitoring in respect to the cultivation of Bt-maize in the vicinity of the nature reserve Ruhlsdorfer Bruch [GVO-pollenmonitoring zum Bt-maisanbau im bereich des NSG/FFH-schutzgebietes Ruhlsdorfer Bruch]",2008,"Umweltwissenschaften und Schadstoff-Forschung","20","4",,"275","289",,"10.1007/s12302-008-0016-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55849139804&doi=10.1007%2fs12302-008-0016-2&partnerID=40&md5=4cda88ee7fc53d6d16ba9f16183f9b7d","Aim and Background: Precautionary regulations for the production of genetically modified crops (Gentechnik-Pflanzenerzeugungsverordnung, GenTPflEV 2008) provide isolation distances for the cultivation of genetically modified maize - Bt-maize - in the vicinity of conventional maize cultivation (150 m) as well as of organic maize cultivation (300 m). Nature reserves are not included. The aim of this study was to investigate whether maize pollen of surrounding fields were dispersed in the Flora-Fauna-Habitat (FFH) Ruhlsdorfer Bruch. In the vicinity of the nature reserve Bt-maize species MON 810 as well as conventional maize was grown. The survey should provide appropriate isolation distances for the cultivation of Bt-maize with regard to sustainable protection of non-target-organisms (NTO) in the Ruhlsdorfer Bruch. Materials and Methods: The collection of maize pollen in the Ruhlsdorfer Bruch was carried out at three sampling sites in the FFH or rather in the immediate vicinity in July and August 2007 by means of twelve technical and three biological pollen samplers. The technical samplers Sigma-2/PMF enable point sampling. They are primarily influenced by wind and topography and provide information about the effective entry, the maize pollen flow and the maize pollen deposition at the location of the sampler. Honey bees roam over longer distances and are hence planar collectors. Thus, they also provide information about the plants blooming in a distinct area. Furthermore, the biological preferences during the collection are captured, whereas a technical sampler does not perform a species dependent selection. Hence, both the technical and the biological samplers complement one another in their scope of application. The pollen samples were identified microscopically, enumerated quantitatively, and the pollen-DNA was analysed by means of the PCR-method. Results: All monitoring sites at the Ruhlsdorfer Bruch revealed maize pollen entries. The pollen deposition reached values of 1.75 million maize pollen/m2 in the close-up range. The monitoring sites located 120 m within the protected area still featured 99,000 maize pollen/m2. As shown by the statistical analysis, at a distance of 1,000 m still 28,000 maize pollen/m2 must be expected. The results of the microscopic pollen analysis of the pollen pellets proved that the bees collect maize pollen at all three sites. Although maize pollen is not the main food source the high collection efficiency of the bees resulted in large amounts of introduced pollen. The biomolecular proof of pollen-DNA in the field samples was corroborated by analogue results for both the technical and biological pollen sampling by two independent laboratories. The results of these quality controlled analyses gave unambiguous evidence that under the cultivation conditions in 2007 an entry of Bt-maize pollen into the FFH Ruhlsdorfer Bruch was existent. Discussion: The maize pollen deposition at the Ruhlsdorfer Bruch corresponds with additional supra-regional investigations which were conducted over several years with the same method. However, the pollen entries into the Ruhlsdorfer Bruch are above-average. Possible reasons are the size of the maize fields (&gt; 10 ha), the geographical collocation between maize fields and protected area (lee location, through-shaped, thermal currents) as well as weather conditions and maize bloom during the sampling period July and August 2007. A distance of 1,000 m or more is necessary to avoid maize pollen deposition of more than 100,000/m2 with a probability of 90%. Conclusions: The results of this investigation prove an entry of Bt-maize pollen into the FFH under the cultivation and weather conditions in summer 2007. According to the results of this and related studies and considering precautionary principle and the effect terms defined in the Federal Immission Protection Law, it becomes clear that reasonable isolation distances between Bt-maize fields and protected areas have to be introduced in order to minimise the entry of GM-maize pollen and to prevent adverse effects on protected NTOs. Recommendations: Due to the fact that no toxicological investigations are available for the butterflies occurring in the FFH, highest protection standards should be implemented to avoid Bt-maize pollen entries into the Ruhlsdorfer Bruch. That implies that highest possible isolation distances for Bt-maize cultivation have to be considered, but at least a distance of 1,000 m is recommended. Following this a maize pollen deposition of more than 100,000 maize pollen/m2 should be pevented with a certainty of 90% as well as an exceeding exposure of foraging insects. Outlook: By means of the pollen monitoring it becomes possible to survey empirically defined limits of pollen exposure. This should be performed in the nature reserve area at sites of expected maximum exposure, e.g. at the boundaries of the FFH towards the maize fields and at exposed sites. © Springer-Verlag 2008.",Article,Scopus
"Beekman M., Lew J.B.","Foraging in honeybees - When does it pay to dance?",2008,"Behavioral Ecology","19","2",,"255","262",,"10.1093/beheco/arm117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749106740&doi=10.1093%2fbeheco%2farm117&partnerID=40&md5=a47a09402bee71e3223433dbb23b34a5","Honeybees are unique in that they are the only social insects that are known to recruit nest mates using the waggle dance. This waggle dance is used by successful foragers to convey information about both the direction and distance to food sources. Nest mates can use this spatial information, increasing their chances of locating the food source. But how effective is the bees' dance communication? Previous work has shown that dancing does not benefit a honeybee colony under all foraging conditions and that the benefits of dancing are small. We used an individual-based simulation model to investigate under which foraging conditions it pays to dance. We compared the net nectar intake of 3 types of colonies: 1) colonies that use dance communication; 2) colonies that did dance but could not use the dance's spatial information; and 3) colonies that did not dance. Our results show that dancing is beneficial when the probability of independent discovery of food sources is low. Low independent discovery rates occur when patches are very small or very far away. Under these conditions, dancing is beneficial as only a single individual needs to find a patch for the whole colony to benefit. The main benefit of the honeybee's dance communication, however, seems to be that it enables the colony to forage at the most profitable patches only, ignoring forage patches that are of low quality. Thus, dancing allows the colony to rapidly exploit high-quality patches, thereby preventing both intra- and interspecific competitors from using that same patch. © The Author 2007. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",Article,Scopus
"Pasquet R.S., Peltier A., Hufford M.B., Oudin E., Saulnier J., Paul L., Knudsen J.T., Herren H.R., Gepts P.","Long-distance pollen flow assessment through evaluation of pollinator foraging range suggests transgene escape distances",2008,"Proceedings of the National Academy of Sciences of the United States of America","105","36",,"13456","13461",,"10.1073/pnas.0806040105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649117319&doi=10.1073%2fpnas.0806040105&partnerID=40&md5=a86444e61a6fc6f784a624ec3d6279c0","Foraging range, an important component of bee ecology, is of considerable interest for insect-pollinated plants because it determines the potential for outcrossing among individuals. However, long-distance pollen flow is difficult to assess, especially when the plant also relies on self-pollination. Pollen movement can be estimated indirectly through population genetic data, but complementary data on pollinator flight distances is necessary to validate such estimates. By using radio-tracking of cowpea pollinator return flights, we found that carpenter bees visiting cowpea flowers can forage up to 6 km from their nest. Foraging distances were found to be shorter than the maximum flight range, especially under adverse weather conditions or poor reward levels. From complete flight records in which bees visited wild and domesticated populations, we conclude that bees can mediate gene flow and, in some instances, allow transgene (genetically engineered material) escape over several kilometers. However, most between-flower flights occur within plant patches, while very few occur between plant patches. © 2008 by The National Academy of Sciences of the USA.",Article,Scopus
"Gemmill-Herren B., Ochieng' A.O.","Role of native bees and natural habitats in eggplant (Solanum melongena) pollination in Kenya",2008,"Agriculture, Ecosystems and Environment","127","1-2",,"31","36",,"10.1016/j.agee.2008.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44549084733&doi=10.1016%2fj.agee.2008.02.002&partnerID=40&md5=80b48ad260bd30459c6df4b9c592c1ba","The pollination requirements of eggplant (Solanum melongena) were investigated. One variety of eggplant exhibited a significantly reduced seed set in absence of pollinators, and two varieties significantly increased seed numbers when pollen deposition was enhanced. Two solitary bee species, Xylocopa caffra and Macronomia rufipes, were identified as effective pollinators of the crop. The visitation rates of these pollinators to eggplant flowers declined significantly with distance from the wild habitat. The importance of wild plants as alternative forage source for pollinators was assessed by a survey of the flowering plants in different habitats surrounding eggplant fields. While ruderal farm weeds provide much of these resources, the Acacia tortilis riverine forest experienced high visitation rates in one critical period of the dry season. The spatio-temporal foraging behaviour of eggplant pollinators highlights the role of the agricultural matrix in conserving ecosystem services. Interspersion of wild habitats with cultivated land promoted increased pollination services. © 2008 Food and Agriculture Organization of the United Nations.",Article,Scopus
