PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Scriven, JJ; Woodall, LC; Tinsley, MC; Knight, MIE; Williams, PH; Carolan, JC; Brown, MJF; Goulson, D",,,,"Scriven, Jessica J.; Woodall, Lucy C.; Tinsley, Matthew C.; Knight, Mairi I. E.; Williams, Paul H.; Carolan, James C.; Brown, Mark J. F.; Goulson, Dave",,,Revealing the hidden niches of cryptic bumblebees in Great Britain: Implications for conservation,BIOLOGICAL CONSERVATION,,,,,,,,,,,,"Bumblebees are ecologically and economically important, and some species have. suffered dramatic population declines. The absence of morphological diagnostic characters for the identification of some species creates difficulties for basic ecological studies, and for conservation management. The widespread and commercially exploited bumblebee subgenus Bombus serisu stricto contains a cryptic species complex, known as the lucorum complex, which in Europe comprises B. lucorum, B. cryptarum and B. magnus. Little is known about these species and much of what has been reported is likely to have suffered from incorrect identification. Although the lucorum complex as a whole is common in Great Britain, we aimed to determine whether the populations of the individual species are vulnerable and require conservation action. Using genetic methods to distinguish them, we determined the geographic distribution and abundance of the lucorum complex species in Great Britain, and assessed the extent of niche differentiation between these species. We detected major differences in the geographic range, forage use and sensitivity to summer temperatures of the three species. Bombus lucorum was found to have the broadest distribution, and diet, being present throughout mainland Great Britain, whereas B. cryptarum and B. magnus were absent from large areas of central and southern England. Bombus cryptarum and B. magnus were more likely to be found at sites with lower summer temperatures. Bombus magnus, the least abundant species, was found to exhibit an unusually tight biotope association with heathland habitat. This has conservation implications for B. magnus given the current threats to this habitat type. (C) 2014 Published by Elsevier Ltd.",,,,"Goulson, David/A-2462-2010; Tinsley, Matthew/S-9707-2018","Goulson, David/0000-0003-4421-2876; Tinsley, Matthew/0000-0002-7715-1259",,,,,,,,,,,,0006-3207,1873-2917,,,,FEB,2015,182,,,,,,126,133,,10.1016/j.biocon.2014.11.027,,,,,,,WOS:000349501400016,,,,,
J,"Jasmin, JN; Devaux, C",,,,"Jasmin, J. -N.; Devaux, C.",,,Laterality of leaf cutting in the attine ant Acromyrmex echinatior,INSECTES SOCIAUX,,,,,,,,,,,,"We tested the idea that leaf-cutting ants preferentially use one of their mandibles in the leading position when cutting leaves. We recorded the mandible position of both paint-marked and unmarked foragers from a laboratory colony of Acromyrmex echinatior during foraging bouts in two experiments 1 year apart (2012 and 2013). Both types of ants were ambidextrous in 2012, and so were unmarked ants in 2013. In contrast, marked ants in 2013 had a preference for leading with their right mandible. The individual laterality of these latter ants ranged from ambidexterity to about 70 % use of the preferred leading mandible. In 2013, we also estimated the cutting rate (length cut per second spent cutting) and harvesting rate (leaf area harvested per second spent cutting) of cutting events for marked foragers. Despite significant positive correlations between head size and both cutting and harvesting rates, the intensity of lateralization was better explained by cutting and harvesting rates than by head size. Specifically, the most lateralized foragers were the slowest and harvested the smallest leaf area per second. We interpret this association as evidence that lateralization was stronger for ants for which cutting was more challenging.",,,,,,,,,,,,,,,,,0020-1812,1420-9098,,,,FEB,2015,62,1,,,,,109,114,,10.1007/s00040-014-0379-x,,,,,,,WOS:000348216500015,,,,,
J,"Telles, FJ; Rodriguez-Girones, MA",,,,"Telles, Francismeire Jane; Rodriguez-Girones, Miguel A.",,,Insect vision models under scrutiny: what bumblebees (Bombus terrestris terrestris L.) can still tell us,SCIENCE OF NATURE,,,,,,,,,,,,"Three contending models address the ability of bees to detect and discriminate colours: the colour opponent coding (COC) model, the colour hexagon (CH) model and the receptor noise-limited (RN) model, but few studies attempt to determine which model fits experimental data best. To assess whether the models provide an accurate description of bumblebee colour space, we trained bees to discriminate four colour pairs. The perceptual distance between the colours of each pair was similar according to the CH model but varied widely according to the COC and RN models. The time that bees required to select a flower and the proportion of correct choices differed between groups: decision times decreased as achromatic contrast increased, and the proportion of correct choices increased with achromatic contrast and perceptual distance, as predicted by the COC and RN models. These results suggest that both chromatic and achromatic contrasts affected the discriminability of colour pairs. Since flower colour affects the foraging choices of bees and foraging choices affect the reproductive success of plants, a better understanding of which model is more accurate under each circumstance is required to predict bee behaviour and the ecological implications of flower choice and colour.",,,,"Rodriguez-Girones, Miguel A/H-1859-2015; Telles, Francismeire J/O-2856-2017","Rodriguez-Girones, Miguel A/0000-0002-5619-9819; Telles, Francismeire J/0000-0001-8507-6546",,,,,,,,,,,,0028-1042,1432-1904,,,,FEB,2015,102,1-Feb,,,,,,,4,10.1007/s00114-014-1256-1,,,,,,,WOS:000350307000004,25613579,,,,
J,"Laomettachit, T; Termsaithong, T; Sae-Tang, A; Duangphakdee, O",,,,"Laomettachit, Teeraphan; Termsaithong, Teerasit; Sae-Tang, Anuwat; Duangphakdee, Orawan",,,Decision-making in honeybee swarms based on quality and distance information of candidate nest sites,JOURNAL OF THEORETICAL BIOLOGY,,,,,,,,,,,,"In the nest-site selection process of honeybee swarms, an individual bee performs a waggle dance to communicate information about direction, quality, and distance of a discovered site to other bees at the swarm. Initially, different groups of bees dance to represent different potential sites, but eventually the swarm usually reaches an agreement for only one site. Here, we model the nest-site selection process in honeybee swarms of Apis mellifera and show how the swarms make adaptive decisions based on a tradeoff between the quality and distance to candidate nest sites. We use bifurcation analysis and stochastic simulations to reveal that the swarm's site distance preference is moderate > near > far when the swarms choose between low quality sites. However, the distance preference becomes near > moderate > far when the swarms choose between high quality sites. Our simulations also indicate that swarms with large population size prefer nearer sites and, in addition, are more adaptive at making decisions based on available information compared to swarms with smaller population size. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,"Laomettachit, Teeraphan/0000-0003-3194-1391",,,,,,,,,,,,0022-5193,1095-8541,,,,Jan-07,2015,364,,,,,,21,30,,10.1016/j.jtbi.2014.09.005,,,,,,,WOS:000347022500003,25218431,,,,
J,"Schurch, R; Couvillon, MJ; Ratnieks, FLW",,,,"Schurch, Roger; Couvillon, Margaret J.; Ratnieks, Francis L. W.",,,Determining the foraging potential of oilseed rape to honey bees using aerial surveys and simulations,JOURNAL OF APICULTURAL RESEARCH,,,,,,,,,,,,"The modern agricultural landscape is characterised by large areas of monoculture, including fields of mass-flowering crops. These may benefit bees by providing abundant forage, but may cause harm if the fields are treated with insecticides. Here, we investigated the potential exposure of honeybee colonies to pesticides in flowering oilseed rape (OSR) in England using a combination of aerial photographs and geographical modelling. Aerial photographs were used to detect and map fields of blooming OSR in eight 20 x 20 kilometers(2) areas across England where OSR is grown. We determined the distance to the nearest OSR field for randomly chosen positions (i.e., potential hive locations) using a digital map made of each area. The proportion of colonies within foraging range to the nearest OSR field in each area was then calculated using published data on honeybee foraging distances obtained by waggle dance decoding. We found that the distribution of distances to the nearest OSR field varied greatly among study areas, ranging from almost all colonies being within range to almost all being out of range (6-79% were within median foraging distance). In one study area, we examined changes over a 4-year period and found little year-to-year variation due to crop rotation (23-36% within median foraging distance). Our specific results show that exposure in England to OSR and to any chemicals used in treatment varies greatly among areas. Overall, our methodology provides a novel way of quantifying the exposure of bee colonies or other central place foragers to a particular crop or land-type at a landscape level.",,,,"Schurch, Roger/J-8744-2019","Schurch, Roger/0000-0001-9075-8912",,,,,,,,,,,,0021-8839,2078-6913,,,,,2015,54,3,,,,,238,245,,10.1080/00218839.2015.1108144,,,,,,,WOS:000374902200013,,,,,
J,"Rod-im, P; Duangphakdee, O; Radloff, S; Pirk, CWW; Hepburn, C; Hepburn, R",,,,"Rod-im, Preecha; Duangphakdee, Orawan; Radloff, Sarah; Pirk, Christian W. W.; Hepburn, Colleen; Hepburn, Randall",,,"Azimuth-dependent waggle dances; flight and foraging activities of the red dwarf honeybee, Apis florea Fabricius (1787)",JOURNAL OF APICULTURAL RESEARCH,,,,,,,,,,,,"Waggle dances are a fundamental form of communication in honeybees. The patterns of a waggle dance contain both distance and directional information. Nevertheless, the dance varies depending on the context in which it is performed; absconding, swarming, or foraging. This study is an extension of the study by Duangphakdee, Radloff, Pirk, and Hepburn (2009), who investigated whether the sun's azimuth (altitude angle of the sun) affected Apis florea F. absconding waggle dances and what effect this had on colony decision-making and behavior. In this study, we add flight and foraging activities to the absconding data from Duangphakdee, Radloff, Pirk, and Hepburn (2009) and tested what effects, if any, the altitude angle had on other behavior and activities both at colony and individual levels. We report the number of waggle dances performed per unit time by A. florea foragers from 07:00 to 17:00 h. The mean frequency distribution of the number of foragers dancing showed a clear-cut trough between 12:00 and 13:00 h. The angular deviation in the run portion of the waggle dances increased significantly by 7 degrees between 12:00 and 13:00 h relative to dance angles recorded prior to or post the noon period. We suggest that the imprecision of forager waggle dances, for an hour around noon, is caused by the honeybees' difficulty in determining the location of the sun's azimuth, as was shown by Duangphakdee, Radloff, Pirk, and Hepburn (2009) in A. florea scout dances over the noon period. Colony-based decision-making relies heavily upon the precision of waggle dances, especially when a major event such as absconding or swarming occurs; based on accurate dance information, the colony prepares to move its stores and synchronize its relocation as a cohesive unit to the new nest site. However, decision-making by foragers on an individual level was not negatively affected by the inaccuracy of the waggle dances performed during the noon period, nor did it affect the number of foragers in the field.",,,,"Pirk, Christian/E-4180-2010","Pirk, Christian/0000-0001-6821-7044",,,,,,,,,,,,0021-8839,2078-6913,,,,,2015,54,3,,,,,246,254,,10.1080/00218839.2016.1151631,,,,,,,WOS:000374902200014,,,,,
J,"Bergamaschi, ACB; Del Lama, MA",,,,"Bergamaschi, Antonio C. B.; Del Lama, Marco A.",,,"Gene variation and genetic differentiation among populations of the solitary mud dauber wasp Trypoxylon (Trypargilum) albitarse Fabricius 1804 (Hymenoptera, Crabronidae)",GENETICS AND MOLECULAR BIOLOGY,,,,,,,,,,,,"Trypoxylon is a genus of solitary crabronid wasps whose population genetics is poorly known. The purpose of the present study was to investigate the genetic variation and differentiation among five populations of Trypoxylon albitarse, a species widely distributed throughout the Neotropics, with records from Panama to northern Argentina. Eight species-specific microsatellite loci were used for genotyping 96 adult wasps (one female per nest) sampled at five sites in Brazil. The analysis of allelic richness and private alleles indicated high genetic diversity in the populations sampled. Pairwise comparisons using the F-st and D-est indices revealed significant differentiation for all, but one pair of populations. F-st, D-est, AMOVA and assignment test values pointed to inter-population differentiation. Additionally, the analysis of population structure using Bayesian and PCA methods characterized two alternative genetic groups. The Mantel test indicated no correlation between genetic and geographic distances. Despite evidence of considerable dispersal capacity for T. albitarse, the data indicate low to moderate population structuring in this species.",,,,,,,,,,,,,,,,,1415-4757,1678-4685,,,,,2015,38,4,,,,,519,526,,10.1590/S1415-475738420150097,,,,,,,WOS:000367364000015,26692160,,,,
J,"Zhang, J; Dolg, M",,,,"Zhang, Jun; Dolg, Michael",,,ABCluster: the artificial bee colony algorithm for cluster global optimization,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,,,,,,,,,,,,"Global optimization of cluster geometries is of fundamental importance in chemistry and an interesting problem in applied mathematics. In this work, we introduce a relatively new swarm intelligence algorithm, i.e. the artificial bee colony (ABC) algorithm proposed in 2005, to this field. It is inspired by the foraging behavior of a bee colony, and only three parameters are needed to control it. We applied it to several potential functions of quite different nature, i.e., the Coulomb-Born-Mayer, Lennard-Jones, Morse, Z and Gupta potentials. The benchmarks reveal that for long-ranged potentials the ABC algorithm is very efficient in locating the global minimum, while for short-ranged ones it is sometimes trapped into a local minimum funnel on a potential energy surface of large clusters. We have released an efficient, user-friendly, and free program ""ABCluster'' to realize the ABC algorithm. It is a black-box program for non-experts as well as experts and might become a useful tool for chemists to study clusters.",,,,"Dolg, Michael/AAG-6881-2019; Dolg, Michael/F-8716-2011","Dolg, Michael/0000-0002-0538-0837; Dolg, Michael/0000-0002-0538-0837",,,,,,,,,,,,1463-9076,1463-9084,,,,,2015,17,37,,,,,24173,24181,,10.1039/c5cp04060d,,,,,,,WOS:000361543200054,26327507,,,,
J,"Van Rossum, F; Leprince, N; Mayer, C; Raabova, J; Hans, G; Jacquemart, AL",,,,"Van Rossum, Fabienne; Leprince, Nathalie; Mayer, Carolin; Raabova, Jana; Hans, Guillaume; Jacquemart, Anne-Laure",,,What influences pollen dispersal in the clonal distylous Menyanthes trifoliata (Menyanthaceae)?,PLANT ECOLOGY AND EVOLUTION,,,,,,,,,,,,"Background and aims - Habitat fragmentation may compromise population survival and decrease the ability to face environmental changes. Small and isolated populations in particular may suffer from disrupted pollination processes. However, a species' response to fragmentation may vary according to life history traits. Understanding how pollen dispersal is shaped by population and life history traits such as mating system and clonal growth is therefore essential for assessing species' response to fragmentation. Methods - We investigated pollen dispersal using fluorescent dyes in nine Belgian populations in two regions of the distylous insect-pollinated clonal herb Menyanthes trifoliata. We examined whether overall and legitimate (i.e. between-morph) dye dispersal patterns differed between morphs and regions, and whether they were influenced by population traits (size, area, plant density, morph ratio, co-flowering species) and individual plant traits (number of flowers). Key Results - No evidence of dye transfer between adjacent populations (distant from 1.3 to 11.8 km) was found, suggesting no or very restricted between-population pollen flow. Within-population dye dispersal followed a decaying, usually leptokurtic, distribution, with most dye deposition at short distances (80% at less than 1.9-49.1 m), and a maximum distance of 336.6 m. Pins and thrums as recipients or donors did not differ in dye dispersal. Legitimate dye dispersal was not less successful than overall dispersal despite spatial clumping of the morphs. The distribution was similar or simply shifted to longer distances. The proportion of dyed stigmas was positively related to flowering population size and within-population heterospecific floristic richness, and to the number of flowers when considering legitimate dye deposition at distances <32 m. Conclusions - Our study highlights the effects of the spatial distance to dye source, population size and co-flowering floral resources, i.e. population traits related to attractiveness to pollinators, on pollen dispersal patterns.",,,,,,,,,,,,,,,,,2032-3913,2032-3921,,,,,2015,148,2,,,,,199,212,,10.5091/plecevo.2015.820,,,,,,,WOS:000358462600006,,,,,
J,"Huang, Y; Li, NW; Ren, ZX; Chen, G; Wu, ZK; Ma, YP",,,,"Huang, Yuan; Li, Naiwei; Ren, Zongxin; Chen, Gao; Wu, Zhikun; Ma, Yongpeng",,,"Reproductive biology of Primula beesiana (Primulaceae), an alpine species endemic to Southwest China",PLANT ECOLOGY AND EVOLUTION,,,,,,,,,,,,"Background and aims - Primula beesiana Forrest is a perennial alpine species endemic to southwest China, which is narrowly distributed in the eastern Himalaya and the Hengduan Mountains. The aim of this study is to elucidate the reproductive strategies of this heterostylous species in an alpine environment Methods - Floral scents were assessed and the pollinator assemblage and their foraging behaviour were recorded. In addition, the breeding system was investigated during 2004 and 2005 in populations from the Yulong Shan range, Lijiang County of Yunnan Province, China. Key results - Limonene was the dominant floral scent compound, accounting for 41.2%, followed by a-pinene, diacetone alcohol and myrcene. Higher fruit and seed sets from inter-morph pollination were found compared to self, intra-morph and geitogamous pollination. Significant differences in seed set after self and open pollination were detected between flower morphs in both years. Two common insect species, the bumblebee Bombus lucorum and the butterfly Hypolimnas misippus, were the most important pollinators in the examined population, they visited the inflorescences 3.3 and 2.3 times per hour, respectively. Conclusion - beesiana is an obligate outcrosser, but with some self-compatibility. Seed set of self-pollinated pins was higher than that of thrums in both years, which seems to be related to this partial self-compatibility, which is often ignored in distylous Primula species. Floral scent and petal colour provide signals for pollinator attraction, and visitation rates are high.",,,,,"Ren, Zong-Xin/0000-0001-7265-065X",,,,,,,,,,,,2032-3913,2032-3921,,,,,2015,148,2,,,,,289,296,,10.5091/plecevo.2015.867,,,,,,,WOS:000358462600013,,,,,
J,"Wright, IR; Roberts, SPM; Collins, BE",,,,"Wright, Ivan R.; Roberts, Stuart P. M.; Collins, Bonnie E.",,,Evidence of forage distance limitations for small bees (Hymenoptera: Apidae),EUROPEAN JOURNAL OF ENTOMOLOGY,,,,,,,,,,,,"The distribution of ground-nesting bees was investigated using transects of water traps in a mosaic of nesting and forage habitats at Shotover Hill in Oxfordshire, UK. The site includes a large area of ground-nesting bee activity and is adjoined on three sides by floristic hay meadows. This study showed that the females of small bee species (<1.5 mm intertegular span) that were foraging in the hay meadows demonstrated a functional limitation to their homing range. The abundance of small bees declined rapidly with increasing distance from areas of high density nesting; declining more rapidly than might be expected from uniform dispersal into the surrounding landscape. By modelling the occurrence of bees along each transect it was found that the probability of observing a small bee in the hay meadows was reduced to 10% at a distance of 250-370 m from the nesting habitat. The result emphasises the scale on which habitat fragmentation will begin to impact upon bee diversity, and the relative contribution of managed ""pollen and nectar"" strips to areas of nesting habitat.",,,,,,,,,,,,,,,,,,1802-8829,,,,,2015,112,2,,,,,303,310,,10.14411/eje.2015.028,,,,,,,WOS:000353304300012,,,,,
J,"Vlasakova, B",,,,"Vlasakova, Blanka",,,"Density dependence in flower visitation rates of cockroach-pollinated Clusia blattophila on the Nouragues inselberg, French Guiana",JOURNAL OF TROPICAL ECOLOGY,,,,,,,,,,,,"The effective floral neighbourhood is the radius around a plant where the density of flowering plants and other factors affect visitation rates and pollination success of plants. This study aims to determine this radius and focuses on the effects of conspecific plant density, plant sex and the amount of shrub vegetation on visitation rates of Clusia blattophila, a dioecious bush pollinated by Amazonina platystylata cockroaches. The number of visits did not differ between flower sexes but cockroaches spent less time on the rewardless female flowers. The density effect was scale dependent. The distribution of flowering individuals within the 15-m radius had a significant positive effect on flower visitation rates. At a larger scale (35-45-m radius), an increase in density of male plants led to a decrease in visitation rates, indicating competition for pollinators. Within the smaller radius, the facilitative effect was probably induced by elevated floral advertisement and high mobility of cockroaches at this scale. Within the larger radii, the results indicated that cockroach mobility was restricted and population density was stable at this scale. Density of male plants affected visitation rates because only male plants reward pollinators. Hence, male plants were the true competitors.",,,,,"Vlasakova, Blanka/0000-0001-9288-5448",,,,,,,,,,,,0266-4674,1469-7831,,,,JAN,2015,31,,1,,,,95,98,,10.1017/S0266467414000571,,,,,,,WOS:000353215400010,,,,,
J,"Garbuzov, M; Madsen, A; Ratnieks, FLW",,,,"Garbuzov, Mihail; Madsen, Andy; Ratnieks, Francis L. W.",,,Patch size has no effect on insect visitation rate per unit area in garden-scale flower patches,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,,,,,,,,,,,,"Previous studies investigating the effect of flower patch size on insect flower visitation rate have compared relatively large patches (10-1000s m(2)) and have generally found a negative relationship per unit area or per flower. Here, we investigate the effects of patch size on insect visitation in patches of smaller area (range c. 0.1-3.1 m(2)), which are of particular relevance to ornamental flower beds in parks and gardens. We studied two common garden plant species in full bloom with 6 patch sizes each: borage (Borago officinalis) and lavender (Lavandula x intermedia 'Grosso'). We quantified flower visitation by insects by making repeated counts of the insects foraging at each patch. On borage, all insects were honey bees (Apis mellifera, n = 5506 counts). On lavender, insects (n = 737 counts) were bumble bees (Bombus spp., 76.9%), flies (Diptera, 22.4%), and butterflies (Lepidoptera, 0.7%). On both plant species we found positive linear effects of patch size on insect numbers. However, there was no effect of patch size on the number of insects per unit area or per flower and, on lavender, for all insects combined or only bumble bees. The results show that it is possible to make unbiased comparisons of the attractiveness of plant species or varieties to flower-visiting insects using patches of different size within the small scale range studied and make possible projects aimed at comparing ornamental plant varieties using existing garden flower patches of variable area. (C) 2014 Elsevier Masson SAS. All rights reserved.",,,,,"Garbuzov, Mihail/0000-0002-5743-9386",,,,,,,,,,,,1146-609X,1873-6238,,,,JAN,2015,62,,,,,,53,57,,10.1016/j.actao.2014.12.002,,,,,,,WOS:000349577400007,,,,,
J,"Ma, YP; Wu, ZK; Dong, K; Sun, WB; Marczewski, T",,,,"Ma, Yong-Peng; Wu, Zhi-Kun; Dong, Kun; Sun, Wei-Bang; Marczewski, Tobias",,,"Pollination biology of Rhododendron cyanocarpum (Ericaceae): An alpine species endemic to NW Yunnan, China",JOURNAL OF SYSTEMATICS AND EVOLUTION,,,,,,,,,,,,"The pollination biology of Rhododendron cyanocarpum (Franch.) W. W. Smith, an alpine species endemic to NW Yunnan, China, was investigated between 2007 and 2008. Floral traits including flowering time, floral morphology, petal color, and floral scents were assessed, and the associated pollinator assemblage and their foraging behavior were recorded. The flowering period of R. cyanocarpum ranges from late March to middle May and a single flower can last 8-10 days in its natural habitat. Flowers generally show marked herkogamy and the protruding style encourages pollinator foraging behavior that counteracts self-pollination. Floral scents comprise mostly aliphatics (64.37%) and terpenoids (29.88%), which make the flowers attractive for several insect groups, but a peak at 430nm in the reflectance spectrum of petals suggest selection for the attraction of bumblebees. The two Bombus species, B. festivus and B. richardsiellus, representing 90% of total recorded visits, were the only insect species that can be considered to effectively pollinate R. cyanocarpum. Pollination treatments indicated the general self-compatibility of R. cyanocarpum; however, outcrossing seemed to be the dominant strategy, with low rates of self-fertilization providing a certain level of reproductive assurance in its alpine habitat.",,,,,,,,,,,,,,,,,1674-4918,1759-6831,,,,JAN,2015,53,1,,,,,63,71,,10.1111/jse.12114,,,,,,,WOS:000348851800006,,,,,
J,"Baron, DM; Ramirez, AJ; Bulitko, V; Madan, CR; Greiner, A; Hurd, PL; Spetch, ML",,,,"Baron, Danielle M.; Ramirez, Alejandro J.; Bulitko, Vadim; Madan, Christopher R.; Greiner, Ariel; Hurd, Peter L.; Spetch, Marcia L.",,,Practice makes proficient: pigeons (Columba livia) learn efficient routes on full-circuit navigational traveling salesperson problems,ANIMAL COGNITION,,,,,,,,,,,,"Visiting multiple locations and returning to the start via the shortest route, referred to as the traveling salesman (or salesperson) problem (TSP), is a valuable skill for both humans and non-humans. In the current study, pigeons were trained with increasing set sizes of up to six goals, with each set size presented in three distinct configurations, until consistency in route selection emerged. After training at each set size, the pigeons were tested with two novel configurations. All pigeons acquired routes that were significantly more efficient (i.e., shorter in length) than expected by chance selection of the goals. On average, the pigeons also selected routes that were more efficient than expected based on a local nearest-neighbor strategy and were as efficient as the average route generated by a crossing-avoidance strategy. Analysis of the routes taken indicated that they conformed to both a nearest-neighbor and a crossing-avoidance strategy significantly more often than expected by chance. Both the time taken to visit all goals and the actual distance traveled decreased from the first to the last trials of training in each set size. On the first trial with novel configurations, average efficiency was higher than chance, but was not higher than expected from a nearest-neighbor or crossing-avoidance strategy. These results indicate that pigeons can learn to select efficient routes on a TSP problem.",,,,"Hurd, Peter L/A-4342-2009; Madan, Christopher R./C-6214-2008","Hurd, Peter L/0000-0002-4389-0846; Madan, Christopher R./0000-0003-3228-6501; Greiner, Ariel/0000-0002-0471-8031",,,,,,,,,,,,1435-9448,1435-9456,,,,JAN,2015,18,1,,,,,53,64,,10.1007/s10071-014-0776-6,,,,,,,WOS:000347249100004,24966123,,,,
J,"Couvillon, M; Riddell Pearce, FC; Accleton, C; Fensome, KA; Quah, SKL; Taylor, EL; Ratnieks, FLW",,,,"Couvillon, Margaret J.; Riddell Pearce, Fiona C.; Accleton, Christopher; Fensome, Katherine A.; Quah, Shaun K. L.; Taylor, Esme L.; Ratnieks, Francis L. W.",,,Honey bee foraging distance depends on month and forage type,APIDOLOGIE,,,,,,,,,,,,"To investigate the distances at which honey bee foragers collect nectar and pollen, we analysed 5,484 decoded waggle dances made to natural forage sites to determine monthly foraging distance for each forage type. Firstly, we found significantly fewer overall dances made for pollen (16.8 %) than for non-pollen, presumably nectar (83.2 %; P < 2.2 x 10(-23)). When we analysed distance against month and forage type, there was a significant interaction between the two factors, which demonstrates that in some months, one forage type is collected at farther distances, but this would reverse in other months. Overall, these data suggest that distance, as a proxy for forage availability, is not significantly and consistently driven by need for one type of forage over the other.",,,,,,,,,,,,,,,,,0044-8435,1297-9678,,,,JAN,2015,46,1,,,,,61,70,,10.1007/s13592-014-0302-5,,,,,,,WOS:000346858800007,,,,,
S,"Astegiano, J; Guimaraes, PR; Cheptou, PO; Vidal, MM; Mandai, CY; Ashworth, L; Massol, F",,"Woodward, G; Bohan, DA",,"Astegiano, Julia; Guimaraes, Paulo R., Jr.; Cheptou, Pierre-Olivier; Vidal, Mariana Morais; Mandai, Camila Yumi; Ashworth, Lorena; Massol, Francois",,,Persistence of Plants and Pollinators in the Face of Habitat Loss: Insights from Trait-Based Metacommunity Models,"ECOSYSTEM SERVICES: FROM BIODIVERSITY TO SOCIETY, PT 1",Advances in Ecological Research,,,,,,,,,,,"The loss of natural habitats is one of the main causes of the global decline of biodiversity. Understanding how increasing habitat loss affects ecological processes is critical for mitigating the effects of environmental changes on biodiversity and thus on the supply of ecosystem services by natural habitats. Habitat loss negatively affects pollinator diversity and the pollination service provided by insects, a key ecosystem service supporting the quantity, quality and diversity of crops directly consumed by humans and the sexual reproduction of most flowering plants. By integrating evolutionary relationships among traits that may modulate plant response to habitat loss, the structure of plant-pollinator interaction networks and metacommunity models, we examine how plant-pollinator metacommunities might respond to habitat loss. The main predictions of our trait-based metacommunity model are that (1) variation on dispersal ability among plant species may prevent full metacommunity collapse under pollinator loss associated with increasing habitat loss; (2) habitat loss may select for plants with higher dispersal ability and higher autogamous self-pollination, and will typically decrease the incidence of pollination generalist plants; (3) metacommunities that comprise plants with high autonomous self-pollination ability may harbour higher richness of rare plant species when pollinator diversity declines with increased habitat loss. We discuss the implications of our results for the vulnerability of pollination services for biotically pollinated wild plants and crops co-occurring in human-dominated landscapes.",,,,"Guimaraes-Junior, Paulo R/M-1298-2016; Massol, Francois/D-9872-2013; Vidal, Mariana Morais/B-1216-2013","Massol, Francois/0000-0002-4098-955X; Vidal, Mariana Morais/0000-0003-0863-7818; Guimaraes,, Paulo/0000-0001-9161-8305; Astegiano, Julia/0000-0003-0583-7291",,,,,,,,,,,,0065-2504,,978-0-12-803933-5; 978-0-12-803885-7,,,,2015,53,,,,,,201,+,,10.1016/bs.aecr.2015.09.005,,,,,,,WOS:000376149300006,,,,,
J,"Barbosa, WF; De Meyer, L; Guedes, RNC; Smagghe, G",,,,"Barbosa, Wagner Faria; De Meyer, Laurens; Guedes, Raul Narciso C.; Smagghe, Guy",,,Lethal and sublethal effects of azadirachtin on the bumblebee Bombus terrestris (Hymenoptera: Apidae),ECOTOXICOLOGY,,,,,,,,,,,,"Azadirachtin is a biorational insecticide commonly reported as selective to a range of beneficial insects. Nonetheless, only few studies have been carried out with pollinators, usually emphasizing the honeybee Apis mellifera and neglecting other important pollinator species such as the bumblebee Bombus terrestris. Here, lethal and sublethal effects of azadirachtin were studied on B. terrestris via oral exposure in the laboratory to bring out the potential risks of the compound to this important pollinator. The compound was tested at different concentrations above and below the maximum concentration that is used in the field (32 mg L-1). As most important results, azadirachtin repelled bumblebee workers in a concentration-dependent manner. The median repellence concentration (RC50) was estimated as 504 mg L-1. Microcolonies chronically exposed to azadirachtin via treated sugar water during 11 weeks in the laboratory exhibited a high mortality ranging from 32 to 100 % with a range of concentrations between 3.2 and 320 mg L-1. Moreover, no reproduction was scored when concentrations were higher than 3.2 mg L-1. At 3.2 mg L-1, azadirachtin significantly inhibited the egg-laying and, consequently, the production of drones during 6 weeks. Ovarian length decreased with the increase of the azadirachtin concentration. When azadirachtin was tested under an experimental setup in the laboratory where bumblebees need to forage for food, the sublethal effects were stronger as the numbers of drones were reduced already with a concentration of 0.64 mg L-1. Besides, a negative correlation was found between the body mass of male offspring and azadirachtin concentration. In conclusion, our results as performed in the laboratory demonstrated that azadirachtin can affect B. terrestris with a range of sublethal effects. Taking into account that sublethal effects are as important as lethal effects for the development and survival of the colonies of B. terrestris, this study confirms the need to test compounds on their safety, especially when they have to perform complex tasks such as foraging. The latter agrees with the recent European Food Safety Authority guidelines to assess 'potentially deleterious' compounds for sublethal effects on behavior.",,,,"Guedes, Raul Narciso Carvalho/L-3924-2013; Smagghe, Guy/AAE-8914-2019; Barbosa, Wagner Faria/F-9531-2015","Guedes, Raul Narciso Carvalho/0000-0001-6229-7549; Smagghe, Guy/0000-0001-8334-3313; Barbosa, Wagner Faria/0000-0001-8725-2099",,,,,,,,,,,,0963-9292,1573-3017,,,,JAN,2015,24,1,,,,,130,142,,10.1007/s10646-014-1365-9,,,,,,,WOS:000347693100012,25300506,,,,
