Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Ramalho M., Rosa J.F.","Ecological interaction between the tiny keel flowers of Stylosanthes viscosa Sw. (Faboideae) and the large bee Xylocopa (Neoxylocopa) cearensis Ducke, 1910 (Apoidea, Hymenoptera), in tropical sand dune [Ecologia da interação entre as pequenas flores de quilha de stylosanthes viscosasw. (Faboideae) e as grandes abelhas xylocopa (Neoxylocopa) cearensis ducke, 1910 (Apoidea, Hymenoptera), em duna tropical]",2010,"Biota Neotropica","10","3",,"93","100",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650725208&partnerID=40&md5=cf198e8c901e0b7fa948bac6245b1d0b","Stylosanthes viscosa is a common 'herb' in the tropical sand dunes of the Brazilian coast with clumped distribution in urban sand dunes of Salvador, BA. Its tiny keel flower with a very small amount of nectar hidden inside the corolla tube, a single open flower/inflorescence/day and the low floral density altogether should not be attractive to large bees. This should be true mainly upon the high-demanded energy for thermoregulation within the tropical sand dunes. Contrary to this expectation, most of the bee species sampled on S. viscosa flowers were medium to large sized bees and harvested nectar in legitimate visits by activating the keel's pollination mechanism of flowers. However, the keel was always inactivated after being visited by the enormous and frequent (78%) Xylocopa bees. All the flowers visited by these bees (including those with inactivated keels), and those experimentally protected from bee visiting produced fruits (100%). The specialized embolus mechanism of the anthers assures self-pollination. Because of this autonomous self-pollination and self-compatibility it was not possible to discriminate the relative importance of both facilitated self-pollination and cross-pollination by bees. Nevertheless, the large Xylocopa bees didn't limit self-pollination. Xylocopa cearensis was the most abundant bee (63%) and it visited several flowers (13.0 ± 4.27) in each flight route in the same clump, in spite of the low floral density therein (5 to 20 flowers.m-2). Flight distances between successive flowers varied between one and two meters (49%), and so they were higher than would be possible (15 to 70 cm) given the floral density in the clumps. The flight routes were directional, and most of shifting direction between successive flowers was below 90° with high frequency of small angles (&lt;30°). This general pattern is explained by foraging optimization with adjustments to critical resource level thresholds. Paradoxically, floral biology and flowering pattern of S. viscosa should discourage the largest dune dweller bees, but this strategy works just temporarily. In this melittophilous species, the autonomous self-pollination (assured by the embolus) can be better explained by the automatic selection hypothesis rather than by reproductive assurance hypothesis, considering the availability of large bee pollinators in the tropical dunes.",Article,Scopus
"Ida T.Y., Kudo G.","Modification of bumblebee behavior by floral color change and implications for pollen transfer in Weigela middendorffiana",2010,"Evolutionary Ecology","24","4",,"671","684",,"10.1007/s10682-009-9324-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953829997&doi=10.1007%2fs10682-009-9324-2&partnerID=40&md5=6e62655ae91795e3ef7f60a14781c72a","Flowers of Weigela middendorffiana change the color from yellow to red. The previous study revealed that red-phase flowers no longer have sexual function and nectar, and bumblebees selectively visit yellow-phase flowers. The present study examined how retaining color-changed flowers can regulate the foraging behavior of bumblebees and pollen transport among flowers within (geitonogamous pollination) and between (outcrossing pollination) plants and how the behavior is influenced by display size (i. e., number of functional flowers) and visitation frequency. The visitation frequencies of bumblebees to plants and successive flower probes within plants were observed in the field using plants whose flower number and composition of the two color-phase flowers had been manipulated. To evaluate pollination efficiency over multiple pollinator visits, a pollen transport model was constructed based on the observed bumblebee behavior. In the simulation, three flowering patterns associated with display size and existence of color-changed flowers were postulated as follows: Type 1, large display (100 functional flowers) and no retention of color-changed flowers; Type 2, small display (50 functional flowers) and retention of color-changed flowers (50 old flowers), and; Type 3, large display (100 functional flowers) and retention of color-changed flowers (100 old flowers). Color-changed flowers did not contribute to increasing bumblebee attraction at a distance but reduced the number of successive flower probes within plants. Comparisons of pollen transfer between Types 1 and 3 revealed that the retention of color-changed flowers did not influence the total amount of pollen exported when pollinator visits were abundant (>100 visits) but decreased geitonogamous pollination. Comparisons between Types 2 and 3 revealed that the discouragement effect of floral color change on successive probes accelerated in plants with a large display size. Overall, the floral color change strategy contributed to reduce geitonogamous pollination, but its effectiveness was highly sensitive to display size and pollinator frequency. © 2009 Springer Science+Business Media B.V.",Article,Scopus
"Stelzer R.J., Chittka L.","Bumblebee foraging rhythms under the midnight sun measured with radiofrequency identification",2010,"BMC Biology","8",, 93,"","",,"10.1186/1741-7007-8-93","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953941126&doi=10.1186%2f1741-7007-8-93&partnerID=40&md5=96a44e9a2755804e22c43bb8de35c61d","Background: In the permanent daylight conditions north of the Arctic circle, there is a unique opportunity for bumblebee foragers to maximise intake, and therefore colony growth, by remaining active during the entire available 24-h period. We tested the foraging rhythms of bumblebee (Bombus terrestris and B. pascuorum) colonies in northern Finland during the summer, when the sun stays above the horizon for weeks. We used fully automatic radio-frequency identification to monitor the foraging activity of more than 1,000 workers and analysed their circadian foraging rhythms.Results: Foragers did not use the available 24-h foraging period but exhibited robust diurnal rhythms instead. A mean of 95.2% of the tested B. terrestris workers showed robust diurnal rhythms with a mean period of 23.8 h. Foraging activity took place mainly between 08:00 and 23:00, with only low or almost no activity during the rest of the day. Activity levels increased steadily during the morning, reached a maximum around midday and decreased again during late afternoon and early evening. Foraging patterns of native B. pascuorum followed the same temporal organisation, with the foraging activity being restricted to the period between 06:00 and 22:00.Conclusions: The results of the present study indicate that the circadian clock of the foragers must have been entrained by some external cue, the most prominent being daily cycles in light intensity and temperature. Daily fluctuations in the spectral composition of light, especially in the UV range, could also be responsible for synchronising the circadian clock of the foragers under continuous daylight conditions. © 2010 Stelzer and Chittka; licensee BioMed Central Ltd.",Article,Scopus
"Dev S.A., Shenoy M., Borges R.M.","Genetic and clonal diversity of the endemic ant-plant Humboldtia brunonis (Fabaceae) in the Western Ghats of India",2010,"Journal of Biosciences","35","2",,"267","279",,"10.1007/s12038-010-0031-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954358375&doi=10.1007%2fs12038-010-0031-5&partnerID=40&md5=501b89a7dd0e19d137d36cd49586ba01","Humboldtia brunonis (Fabaceae, Caesalpinioideae) is a dominant self-incompatible ant-plant or myrmecophyte, growing as an understorey tree in high-density patches. It is endemic to the biodiversity hotspot of the southern Western Ghats of India and, besides ants, harbours many endemic invertebrate taxa, such as bees that pollinate it as well as arboreal earthworms, within swollen hollow stem internodes called domatia. Using inter simple sequence repeat (ISSR) markers, three geographically separated populations were found to be multiclonal, characterized by high levels of clonal diversity. Values for the Simpson diversity index ranged between 0.764 and 0.964, and for Fager's evenness index between 0.00 and 0.036 for neighbourhoods within populations. This myrmecophyte was found to combine sexual recruitment (66.7%) and clonal production (33.3%) as methods of reproduction. Moderate amounts of genetic diversity at the species level were observed, with 52.63% polymorphism, and moderate values of Shannon's diversity index (0.1895) as well as of Nei's gene diversity (0.1186). In each population, observed genotypic diversity was significantly lower than expected, indicating significant genetic structure. Neighbour-joining trees demonstrated that Agumbe, which is the most northern population examined and geographically twice as far away from the other two populations, grouped separately and with larger bootstrap support from a larger cluster consisting of the Sampaji and Solaikolli populations, which are closer to each other geographically. Some neighbourhoods within each population showed spatial genetic structure even at small spatial scales of <5 m. A combination of clonality and short-distance pollen movement by small pollinating bees (Braunsapis puangensis) coupled with primary ballistic seed dispersal, and possible secondary seed dispersal by rodents, may contribute to spatial genetic structure at such small scales. The clonality of H. brunonis may be a factor that contributes to its dominance in Western Ghat forests where it supports a rich diversity of invertebrate fauna. © Indian Academy of Sciences.",Article,Scopus
"Hofmann F., Epp R., Kalchschmid A., Kratz W., Kruse L., Kuhn U., Maisch B., Müller E., Ober S., Radtke J., Schlechtriemen U., Schmidt G., Schröder W., Von Der Ohe W., Vögel R., Wedl N., Wosniok W.","Monitoring of Bt-Maize pollen exposure in the vicinity of the nature reserve Ruhlsdorfer Bruch in northeast Germany 2007 to 2008",2010,"Umweltwissenschaften und Schadstoff-Forschung","22","3",,"229","251",,"10.1007/s12302-010-0133-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956590126&doi=10.1007%2fs12302-010-0133-6&partnerID=40&md5=83b311915e138d4c334068bbe5766615","Background, aim, and scope Basically, technological innovations are associated with benefits and risks. This is also true for the introduction of genetically modified organisms (GMO) into agriculture. In Germany, precautionary regulations currently demand isolation distances (i. e. buffer zones) for the cultivation of genetically modified maize (Bt-maize) in the vicinity of conventional (150 m) and organic maize fields (300 m). The Bt-toxin may harm non-target organisms (NTO) such as Lepidoptera. Despite this, corresponding regulations for the protection of nature reserves are lacking to date. Conventional and Bt-maize have been grown in the vicinity of the Flora-Fauna-Habitat (FFH) Ruhlsdorfer Bruch in Brandenburg, Germany. The aim of this study was to investigate whether exposure of maize pollen from surrounding Bt-maize fields to NTOs in the nature protection area could be excluded or not. Two types of exposure were investigated: Firstly, whether maize pollen was dispersed by wind into the nature reserve area exposing resident NTOs. Secondly, foraging NTOs from the nature reserve are exposed by roaming the surrounding fields and collecting maize pollen. In order to fulfil the precautionary principle defined by law, the study should help to determine appropriate isolation distances for the cultivation f Bt-maize with regard to sustainable protection of NTOs in the FFH Ruhlsdorfer Bruch. In 2007, the local authorities issued an isolation distance between Bt-maize fields and nature reserves of 100 m and in 2008, this became 250 m in the northern and 500 m in the westerly direction, respectively. Materials and methods Standardised methods for biological and technical pollen sampling issued by the Association of German Engineers (VDI 4330 Part 3, 2007 and VDI 4330 Part 4, 2006) were applied providing a quality controlled and methodologically harmonised database which does not only serve the needs to be fulfilled by the present case-specific monitoring study but can also be used as a reference database for further investigations. Maize pollen exposure was measured within the FFH Ruhlsdorfer Bruch and its immediate vicinity in July and August 2007 and 2008. In 2007, the sampling was performed at three sites using 12 technical samplers (Sigma-2/PMF) placed at five measuring points at distances from 5 m to 120 m from the maize field edges. Additionally, for biological pollen sampling six bee colonies were situated at these three sites (two colonies at each site). The technical sampler Sigma-2/PMF enables point sampling which is primarily influenced by wind and topography providing information on effective maize pollen input (flow and deposition) at the measuring sites. Honey-bees roaming in the surrounding area with typical foraging distances of several kilometres may act as planar collectors. They may serve as indicators for the exposure to pollen-collecting NTOs. Furthermore, biological sampling is more selective due to the organism's preferences, whereas the technical sampling is neutral. Hence, both the technical and the biological sampling complement each other in their scope of application. The pollen samples of both matrices were analysed microscopically and the maize pollen loads were quantified. Pollen-DNA was analysed by means of the quantitative PCR-method (qPCR) identifying conventional and Bt-maize pollen by two independent laboratories. In 2008, the monitoring was repeated with additional sites. Eighteen technical samplers were exposed at five sites with eight measuring points at distances from 5 m to 250 m from the maize field edges. Two honey-bee colonies for biological sampling were placed at one site for control purposes. PCR-analyses were performed to measure the amounts of Bt-maize pollen in the samples. Results The results of pollen monitoring at the Ruhlsdorfer Bruch revealed maize pollen exposure for all monitoring sites in both surveys. In 2007, up to 1.75 million maize pollen/m2 were deposited at sites closest to the maize field. At 120 m from field edge in the middle of the FFH-reserve, 99,000 maize pollen/m2 were detected. In 2008, similar results were found, at distances up to 250 m from the field edges deposition of 164,000 maize pollen/m2 was detected. Data on maize pollen deposition show a clear distance relationship and are in accordance with results of further comprehensive surveys based on the same methodology (Hofmann 2007). The results of the microscopic analysis of the pollen pellets demonstrated that bees collected maize pollen at all sites, in 2007 and 2008. Although maize pollen is not the main food source (2007: 0.1-0.3 %; 2008:2-3 %) the collection efficiency of the bee colonies resulted in high amounts of sampled maize pollen with 4 to 11 million per site in 2007 and up to 467 million in 2008. Molecular-biological analysis of maize pollen DNA by qPCR demonstrated that transgenic Bt-MON810 DNA was present in all technical and biological samples, corroborated by two independent laboratories. In 2007, the GMO-content in the samples ranged up to 44 % in the bioaerosols and 49 % in the pollen pellets. In 2008, GMO-proportions of up to 18 % were detected. Discussion The results of this study provide evidence that NTOs in the Ruhlsdorfer Bruch were exposed to Bt-maize pollen under the cultivation conditions in 2007 with a buffer zone of 100 m. The GMO-content reached up to 48 %. The results of the monitoring in 2008 confirmed these findings. Even though the exposure could be reduced by increasing the isolation distances to 250 m and 500 m respectively, the results still show percentages of up to 18 % Bt-MON810 in the pollen samples. The results on maize pollen deposition at the Ruhlsdorfer Bruch in 2007 and 2008 correspond to the results of an investigation which was conducted over several years applying the same standardised method, but covering a wider range of distances. The correlation between maize pollen deposition (n/m2) and distance to the source field (m) fitted best to a power function of the type y = 1.2086 ""106"" x-0.548. Despite the same trend, the pollen deposition in the Ruhlsdorfer Bruch revealed above-average findings. Also the analysis of the pollen pellets collected by the bees showed an exposure in 2007 with values for the GMO-content of up to 49 %. For both methods, the exposure decreased in 2008 due to the greater buffer zones up to 500 m. Whereas the GMO-content for the biological sampling were reduced to values below 10 %, the values for the technical sampling were still higher indicating that greater buffer zones would be necessary for safety reasons under the precautionary principle. Conclusions The results of this investigation proved that maize pollen were dispersed by wind to distances farther than 250 m from field edge leading to maize pollen exposure in the centre of the nature reserve. The results also demonstrated that foraging NTOs living in the nature reserve were exposed to maize pollen from surrounding fields. Considering the cultivation of Bt-maize MON810, the assumption of the Environmental Risk Assessment (ERA) that there will be no relevant exposure beyond the Bt-maize fields, cannot be confirmed. Considering the results of this and related studies and with respect to the precautionary principle, one can state that buffer zones between Bt-maize fields and protected areas are an effective measure to minimise the exposure of Bt-maize pollen to NTOs and, thus, to prevent from adverse effects. Recommendations and perspectives Because of still insufficient ecotoxicological data for the risk assessment of Bt-maize MON810 considering butterflies and other protected NTOs, protection standards assuring the precautionary principle have to be implemented to avoid Bt-maize pollen exposure to NTOs. This applies for the case Ruhlsdorfer Bruch and for nature reserve areas in general. In order to exclude risks to protected NTOs occurring in nature reserves, sufficient buffer zones for Bt-maize cultivation should be considered. The statistical analysis revealed that distances of more than 500 m are necessary to decisively reduce exposure to foraging insects. In fact, distances of more than 1,000 m are necessary to prevent maize pollen deposition from values above 100,000 pollen/m2 with a certainty of 90 %. An adequate risk assessment can only be attained if based on field measurements accounting for the high variation of pollen deposition due to local environmental site conditions and field management. The monitoring should be based on standardised methods. It should include locations with the highest expected deposition rates, the boundaries of the protected areas and sites of interest within those boundaries, e. g., specific habitats of sensitive species. © Springer-Verlag 2010.",Article,Scopus
"Robertson L.M., Edlin J.S., Edwards J.D.","Investigating the importance of altitude and weather conditions for the production of toxic honey in New Zealand",2010,"New Zealand Journal of Crop and Horticultural Science","38","2",,"87","100",,"10.1080/01140671003781702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959759935&doi=10.1080%2f01140671003781702&partnerID=40&md5=73ee76220e297d8d6b717165524c3a92","Toxic honey is produced in New Zealand when honey bees (Apis mellifera) forage on honeydew containing the phytotoxin tutin that is produced by the passion vine hopper (Scolypopa australis) when feeding on the poisonous plant tutu (Coriaria arborea). Observational studies suggest that there are a set of conditions required for the production of toxic honey, but these factors have not been well studied. This research aims to investigate the importance of altitude and weather conditions for the production of toxic honey in New Zealand and makes some recommendations for a review of the New Zealand Food Safety Authority (NZFSA) Food (tutin in honey) Standard 2008 that was introduced after a toxic honey outbreak in 2008. Transects were established in parts of the North Island during the summer of 2009 and were visited weekly for 6 consecutive weeks. Variables recorded were elevation, S. australis density, honeydew abundance, honey bee and wasp (Vespula spp.) presence and temperature and rainfall data. Weather conditions present during the 2008 outbreak were compared with those from 1999 to 2009. S. australis were not present at altitudes of 375 m and above; with more research, some higher areas of New Zealand may be able to be reclassified as 'low risk'. Honeydew was available in a wide range of temperature and rainfall conditions. Rainfall appeared to wash honeydew from tutu bushes; however, it quickly reappeared in densely populated sites. Honey bee and wasp presence was positively affected by the presence of honeydew, nevertheless 3-50% of the time they were observed foraging in the absence of honeydew, indicating they may feed on small amounts of dew. As the absence of honeydew is an option given by the NZFSA to demonstrate honey safety, this requires investigation. Weather conditions leading up to the 2008 toxic honey outbreak were warm and dry but were not significantly different from other years. Therefore, inadequate management practices, rather than more favourable environmental conditions were probably responsible for the 2008 toxic honey outbreak. Future research should focus on determining the conditions required for toxic levels of honeydew to be incorporated into hives, and regions that have not produced toxic honey historically should be closely studied to determine whether any fit the low-risk criteria. © 2010 The Royal Society of New Zealand.",Article,Scopus
"Rands S.A., Whitney H.M.","Effects of pollinator density-dependent preferences on field margin visitations in the midst of agricultural monocultures: A modelling approach",2010,"Ecological Modelling","221","9",,"1310","1316",,"10.1016/j.ecolmodel.2010.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949486197&doi=10.1016%2fj.ecolmodel.2010.01.014&partnerID=40&md5=39a6aa2d9b12e8d31df024bbfb079514","Managed field margins offer a means of reducing the impact of agricultural monocultures within intensively managed environments. By providing refuge for wild plants and the pollinators associated with them, field margins can also contribute to enhancing the pollination services within the monoculture. However, the effects of the monoculture on pollinator behaviour need to be carefully considered. It is known that pollinators may show density-dependent preferences such as neophobia (an avoidance of unfamiliar items) when different types of flower are available within their environment, and the dominance of monoculture crops within the environment may consequently have adverse effects upon the preferences shown by pollinators living in the field margins within them. In order to examine how pollinator preferences for wild flowers are affected by monocultures, we modelled the effects of density-dependent preferences, flower densities, and the geometry of field margins within a monoculture landscape using numerical simulations. This was done by considering how the placement of pollinator nests within a simple, spatially explicit landscape consisting of fields of monoculture crops separated by margins containing wild flowers affected the ratio of wild and monoculture crops experienced by the pollinator, given that it could only forage within a limited distance from its nest. Increasing field margin width and decreasing monoculture field width both led to an increase in pollinators visiting wild flowers (which levelled off as width increased). The size of the monoculture fields had little additional effect once they had passed an intermediate width. Increasing wild flower density within the margins led to a shift away from preferring monocultures. When wild flowers were at low densities compared to the monoculture, even the addition of small amounts of extra wild flowers had a large effect in shifting foraging preferences away from the monoculture. The distance which pollinators normally forage over only has an effect upon preferences for wild flowers when the travel distance is small. This suggests that careful consideration of margin design might be extremely important for those species which do not travel far. Innate preferences for density-dependence and particular crop types may also have an effect on preference behaviour. We demonstrate that the way in which resources are presented to indigenous pollinators may be extremely important in influencing where they choose to forage within agricultural landscapes. Careful margin design, as well as increasing the density of wild flowers (such as by enhancing the wild seed bank within the margins), may lead to overall improvements in ecosystem function within intensively farmed monocultures. © 2010 Elsevier B.V. All rights reserved.",Article,Scopus
"Tanner D.A., Visscher P.K.","Does Imprecision in the waggle dance fit patterns predicted by the tuned-error hypothesis?",2010,"Journal of Insect Behavior","23","3",,"180","188",,"10.1007/s10905-010-9204-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954029258&doi=10.1007%2fs10905-010-9204-1&partnerID=40&md5=2784d15072acdedc02fa7f749a48ba98","The waggle dance of the honey bee is used to recruit nest mates to a resource, though direction indicated for a resource may vary greatly within a single dance. Some authors suggest that this variation exits as an adaptation to distribute recruits across a patch of flowers, and that, due to the variation's inverse relationship with distance, the shape of the recruit distribution will remain constant for resources at different distances. In this study, we test this hypothesis by examining how variation in the indication of direction and distance changes with respect to distance. We find that imprecision in the communication of direction does not diminish rapidly enough to accommodate an adaptive-error hypothesis, and we also find that variation in the indication of distance has a positive relationship with the distance of a resource from the hive. © 2010 The Author(s).",Article,Scopus
"Zurbuchen A., Cheesman S., Klaiber J., Müller A., Hein S., Dorn S.","Long foraging distances impose high costs on offspring production in solitary bees",2010,"Journal of Animal Ecology","79","3",,"674","681",,"10.1111/j.1365-2656.2010.01675.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954002157&doi=10.1111%2fj.1365-2656.2010.01675.x&partnerID=40&md5=7cbc19fe8b849b899f799ac86a000200","1. Solitary bees are central place foragers returning to their nests several times a day with pollen and nectar to provision their brood cells. They are especially susceptible to landscape changes that lead to an increased spatial separation of suitable nesting sites and flower rich host plant stands. While knowledge of bee foraging ranges is currently growing, quantitative data on the costs of foraging flights are very scarce, although such data are crucial to understand bee population dynamics. 2. In this study, the impact of increased foraging distance on the duration of foraging bouts and on the number of brood cells provisioned per time unit was experimentally quantified in the two pollen specialist solitary bee species Hoplitis adunca and Chelostoma rapunculi. Females nesting at different sites foraged under the same environmental conditions on a single large and movable flowering host plant patch in an otherwise host plant free landscape. 3. The number of brood cells provisioned per time unit by H. adunca was found to decrease by 23%, 31% and 26% with an increase in the foraging distance by 150, 200 and 300 m, respectively. The number of brood cells provisioned by C. rapunculi decreased by 46% and 36% with an increase in the foraging distance by 500 and 600 m, respectively. 4. Contrary to expectation, a widely scattered arrangement of host plants did not result in longer mean duration of a foraging bout in H. adunca compared to a highly aggregated arrangement, which might be due to a reduced flight directionality combined with a high rate of revisitation of already depleted flowers in the aggregated plant arrangement or by a stronger competition and disturbance by other flower visitors. 5. The results of this study clearly indicate that a close neighbourhood of suitable nesting and foraging habitats is crucial for population persistence and thus conservation of endangered solitary bee species. © 2010 The Authors. Journal compilation © 2010 British Ecological Society.",Article,Scopus
"Munidasa D.T., Toquenaga Y.","Do pollen diets vary among adjacent bumble bee colonies?",2010,"Ecological Research","25","3",,"639","646",,"10.1007/s11284-010-0697-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952427532&doi=10.1007%2fs11284-010-0697-z&partnerID=40&md5=e4d0dbe6026c4dfcba246519eb42f512","Central-place foragers, such as bumble bees, are often constrained by their location when collecting resources to provide their young. We compared the resource use (pollen diets) among seven feral colonies of Bombus ardens located in an area of 2.5 × 2.5 km2. Because this area was likely to be within their maximum foraging distance, most floral resources could have been accessible to all colonies alike. Similarities in pollen diets among these colonies may suggest that the surrounding resources determine resources use, while deviations from this could reveal other factors that affect resources use among colonies. We examined if colonies showed similarities in pollen diets and if colonies do differ in pollen diets, we investigated whether factors, such as establishment year, colony size, and location, affected the colony pollen diets. We found that while the choices of floral resources were similar, the proportional use of the floral resources were significantly different, suggesting that the surrounding resources do not solely determine resource use among colonies. Further analyses showed that the dissimilarity of pollen diets between two colonies increased as spatial distance decreased, as the temporal distances increased, and as the difference in colony size increased. We found that other than differences in annual variances of resources distribution, colony size was the prominent factor that affected the resource use of our seven colonies. We propose that colony-size-dependent work-force differences and other unidentified colony-size-related factors could have significant effects on floral use among colonies overlapping spatially and temporally. © 2010 The Ecological Society of Japan.",Article,Scopus
"Pierre J., Renard M.","Evaluation of 30 years of investigations on oilseed rape pollination in France [Bilan de 30 ans de travaux de recherche effectués en France sur la pollinisation du colza]",2010,"OCL - Oleagineux Corps Gras Lipides","17","3",,"121","126",,"10.1684/ocl.2010.0311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955226656&doi=10.1684%2focl.2010.0311&partnerID=40&md5=96e5cc189b83aaeab759e01e43df5fc5","This article is a report of nearly 30 years of investigations made at INRA Rennes on oilseed rape pollination. During that years, the cultivars diversified and with them the pollination needs. Two apparently contradictory purposes were followed: i) to optimize the pollen transfer to produce hybrid seed, ii) to reduce pollen transfer to warrant pure seeds production or to limit GMO pollen dispersal. Knowing that pollen transfers are dur to insects and wind, the role of the two vectors was respectively studied. Briefly here we show that the role of insects has often been underestimated even in the pollination of conventional (hermaphroditic) oilseed rape and that the pollen of oilseed rape is not suited to wind dispersal and is therefore transported at only short distance.",Article,Scopus
"Shafir S., Barron A.B.","Optic flow informs distance but not profitability for honeybees",2010,"Proceedings of the Royal Society B: Biological Sciences","277","1685",,"1241","1245",,"10.1098/rspb.2009.1802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951431517&doi=10.1098%2frspb.2009.1802&partnerID=40&md5=4aeab5f028221cc3c2f0899094f0eea5","How do flying insects monitor foraging efficiency? Honeybees (Apis mellifera) use optic flow information as an odometer to estimate distance travelled, but here we tested whether optic flow informs estimation of foraging costs also. Bees were trained to feeders in flight tunnels such that bees experienced the greatest optic flow en route to the feeder closest to the hive. Analyses of dance communication showed that, as expected, bees indicated the close feeder as being further, but they also indicated this feeder as the more profitable, and preferentially visited this feeder when given a choice. We show that honeybee estimates of foraging cost are not reliant on optic flow information. Rather, bees can assess distance and profitability independently and signal these aspects as separate elements of their dances. The optic flow signal is sensitive to the nature of the environment travelled by the bee, and is therefore not a good index of flight energetic costs, but it provides a good indication of distance travelled for purpose of navigation and communication, as long as the dancer and recruit travel similar routes. This study suggests an adaptive dual processing system in honeybees for communicating and navigating distance flown and for evaluating its energetic costs. © 2009 The Royal Society.",Article,Scopus
"Root-Bernstein M.","Displacement activities during the honeybee transition from waggle dance to foraging",2010,"Animal Behaviour","79","4",,"935","938",,"10.1016/j.anbehav.2010.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949492626&doi=10.1016%2fj.anbehav.2010.01.010&partnerID=40&md5=5e8ea72c5dbe7bc663e19a9445e12c1a","Displacement activities, which are typically locomotory, grooming and object-manipulation behaviours, have been shown to reduce stress. However, their function within the motivational system remains unclear. I tested the hypothesis that displacement activities have a functional role during transitions between motivational states, using the honeybee model system. I observed a number of locomotory and grooming behaviours performed when foraging honeybees returned to the hive to dance. These focal behaviours occurred significantly more frequently during the period of transition from waggle dancing to exiting the hive to forage than during the periods before the waggle dance or during the waggle dance. By contrast, the control behaviour, trophallaxis, was distributed across time periods significantly differently, occurring with equal frequency in all periods. These results are consistent with the hypothesis that displacement activities have a functional role during motivational transitions. Evidence from other species suggests that the most likely function is facilitation, rather than inhibition, of the transition. The wide range of species in which displacement activities have been identified suggests that they are a universal feature of motivational control. © 2010 The Association for the Study of Animal Behaviour.",Article,Scopus
"Franco M., Fabio S., Albino G., Piotr M., Laura B., Marco L., Claudio P.","A network for monitoring honey bee mortality and colony losses in Italy as a part of the APENET research project",2010,"American Bee Journal","150","4",,"389","390",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951156740&partnerID=40&md5=fbfccb664259477c766c500a7d4a43f6","Honey bee and colony mortality have been reported for several years in many countries as well as in Italy. In the last years this phenomenon has become increasingly serious, and several hypotheses have been proposed to explain honey bee and colony losses. These hypotheses relate to pests and diseases, pesticides, apicultural practices, climate change, electromagnetic fields, GMO crops, etc. Honey bee colony losses are being surveyed in several European countries, but these surveys are not sufficiently structured. Based on beekeepers' reports, honey bee losses in Italy follow a clear seasonal pattern: a) during spring and summer colonies lose many foragers due to agrochemicals (bee losses); b) from late summer to winter, the impact of pests (including Varroa) and pathogens becomes more important (colony losses). To assess the extent and investigate the possible causes of honey bee and colony losses in Italy a national monitoring network needs to be established. Target apiaries will be distributed in selected-sites (modules), ideally one per region to cover the national territory. Each module, composed of five apiaries- with ten non-migratory colonies each, will be chosen based on environmental characteristics with a distance tojhe center of the module of about 50 km. Colonies will be visually inspected four times a year (right after winter, spring, summer and just before winter).-In each inspection several parameters of each colony will- be'considered-health and nutritional condition, number of bees and brood, and queen's age. The person in charge of each module will input the information obtained in a real-time database available on the Internet. In addition, dead and live bees, as well as several beehive matrices (brood, pollen, wax) will be collected during each inspection for chemical, pollen and disease analyses. The information collected through this honey-bee monitoring network will provide a broad database from which to explore patterns of disease, toxic exposure and management practices that may be linked to the occurrence of honey bee and colony losses. APENET aims at providing an accurate assessment of the overall health condition of honey bees at the national level.",Article,Scopus
